model;year;transmission;mileage;fuelType;tax;mpg;engineSize;class
 A3;2019;Manual;5000;Petrol;145;46.3;1.0;D
 Q3;2018;Manual;10429;Petrol;145;49.6;1.4;D
 Q2;2018;Semi-Auto;5485;Diesel;145;58.9;2.0;D
 Q2;2019;Manual;3486;Petrol;145;45.6;1.0;D
 Q5;2016;Semi-Auto;33763;Diesel;200;47.1;2.0;D
 A1;2019;Semi-Auto;6661;Petrol;150;47.1;1.0;D
 A1;2019;Automatic;3294;Petrol;145;40.9;2.0;D
 A4;2017;Semi-Auto;25145;Petrol;145;52.3;2.0;D
 A1;2019;Semi-Auto;5304;Petrol;145;40.9;2.0;D
 Q2;2018;Semi-Auto;10200;Petrol;145;52.3;1.4;D
 A1;2019;Semi-Auto;4454;Petrol;150;40.9;2.0;D
 Q3;2016;Semi-Auto;8325;Petrol;150;47.9;1.4;D
 A4;2018;Semi-Auto;11040;Petrol;145;49.6;1.4;D
 A3;2017;Semi-Auto;37317;Petrol;150;43.5;2.0;D
 Q3;2017;Automatic;19319;Petrol;145;40.4;2.0;D
 A6;2017;Semi-Auto;26272;Diesel;145;58.9;2.0;D
 Q2;2019;Manual;1000;Diesel;145;49.6;1.6;D
 A3;2019;Manual;4577;Diesel;145;51.4;1.6;D
 A1;2019;Semi-Auto;2246;Petrol;145;44.8;1.5;D
 A7;2015;Automatic;17078;Diesel;160;52.3;3.0;D
 A1;2020;Semi-Auto;315;Petrol;150;44.8;1.5;D
 A1;2019;Semi-Auto;3215;Petrol;145;44.8;1.5;D
 A1;2020;Semi-Auto;4000;Petrol;150;44.8;1.5;D
 Q2;2018;Manual;10313;Petrol;145;50.4;1.4;D
 A3;2019;Automatic;14373;Petrol;145;42.2;1.5;D
 A6;2016;Semi-Auto;15559;Diesel;150;56.5;2.0;D
 A3;2019;Automatic;16520;Petrol;150;41.5;1.5;D
 A3;2019;Automatic;14362;Petrol;145;41.5;1.5;D
 A3;2019;Manual;5150;Diesel;145;52.3;1.6;D
 A1;2020;Semi-Auto;3500;Petrol;145;44.8;1.5;D
 Q3;2017;Semi-Auto;18203;Diesel;150;53.3;2.0;D
 A3;2019;Manual;1489;Diesel;145;51.4;1.6;D
 Q3;2018;Semi-Auto;10152;Petrol;145;47.9;2.0;D
 Q2;2019;Manual;11785;Petrol;150;40.9;1.5;D
 A7;2016;Semi-Auto;40484;Diesel;145;53.3;3.0;D
 A5;2017;Semi-Auto;23572;Diesel;145;70.6;2.0;D
 Q2;2019;Manual;1000;Diesel;145;49.6;1.6;D
 A3;2019;Automatic;11687;Petrol;145;42.2;1.5;D
 A3;2019;Manual;2442;Diesel;145;51.4;1.6;D
 A3;2019;Manual;6012;Diesel;145;51.4;1.6;D
 A3;2019;Automatic;6000;Diesel;145;51.4;2.0;D
 Q2;2019;Semi-Auto;3571;Diesel;145;47.9;1.6;D
 A4;2019;Semi-Auto;8583;Diesel;145;51.4;2.0;D
 A3;2019;Manual;7154;Diesel;145;52.3;1.6;D
 A5;2017;Semi-Auto;29795;Diesel;145;70.6;2.0;D
 A3;2019;Automatic;16581;Petrol;150;42.2;1.5;D
 A3;2019;Automatic;13681;Petrol;145;42.2;1.5;D
 Q2;2019;Semi-Auto;3588;Diesel;145;47.9;1.6;D
 A5;2017;Semi-Auto;16669;Petrol;150;47.9;2.0;D
 A3;2019;Semi-Auto;14580;Petrol;145;42.2;1.5;D
 A3;2020;Manual;3000;Diesel;145;51.4;1.6;D
 Q3;2017;Semi-Auto;17266;Petrol;145;47.9;1.4;D
 A3;2019;Manual;5000;Diesel;145;51.4;1.6;D
 Q5;2013;Semi-Auto;49600;Diesel;260;41.5;3.0;D
 Q3;2016;Semi-Auto;28987;Petrol;200;40.4;2.0;D
 A4;2019;Manual;7975;Petrol;145;39.2;2.0;D
 Q5;2015;Semi-Auto;27141;Diesel;200;47.1;2.0;D
 A7;2016;Semi-Auto;31299;Diesel;125;61.4;3.0;D
 A3;2019;Automatic;9406;Diesel;145;51.4;2.0;D
 Q2;2019;Manual;3193;Diesel;145;49.6;1.6;D
 Q3;2018;Semi-Auto;29500;Petrol;150;47.9;1.4;D
 Q3;2016;Semi-Auto;17625;Petrol;200;40.4;2.0;D
 Q2;2019;Semi-Auto;2468;Diesel;145;46.3;1.6;D
 A4;2019;Manual;11000;Petrol;150;39.2;2.0;D
 S3;2016;Automatic;60000;Petrol;205;40.9;2.0;D
 A6;2018;Automatic;26265;Diesel;150;61.4;2.0;D
 A6;2017;Automatic;28685;Diesel;145;55.4;3.0;D
 A3;2019;Manual;6525;Diesel;145;51.4;1.6;D
 A3;2019;Automatic;1985;Petrol;145;40.9;2.0;D
 A6;2017;Automatic;24885;Diesel;145;61.4;2.0;D
 Q3;2015;Automatic;31094;Petrol;200;40.4;2.0;D
 A6;2015;Automatic;43000;Diesel;160;50.4;3.0;D
 A5;2017;Semi-Auto;7696;Diesel;30;67.3;2.0;D
 Q5;2015;Semi-Auto;62253;Diesel;260;41.5;3.0;D
 A8;2016;Semi-Auto;33620;Diesel;160;49.6;3.0;D
 A3;2020;Manual;5015;Diesel;150;53.3;1.6;D
 Q2;2019;Manual;7815;Diesel;145;47.9;1.6;D
 A1;2019;Semi-Auto;2000;Petrol;150;40.9;2.0;D
 Q7;2014;Automatic;47522;Diesel;300;38.2;3.0;D
 A3;2019;Manual;3358;Diesel;145;55.4;2.0;D
 A3;2019;Semi-Auto;2028;Petrol;145;42.2;1.5;D
 A5;2015;Semi-Auto;28011;Petrol;260;34.9;3.0;D
 Q2;2017;Semi-Auto;11126;Diesel;145;57.7;2.0;D
 A1;2019;Semi-Auto;6734;Petrol;150;40.4;2.0;D
 A3;2019;Manual;5843;Diesel;145;55.4;2.0;D
 Q2;2019;Semi-Auto;5445;Diesel;150;47.9;1.6;D
 A3;2016;Semi-Auto;26824;Petrol;200;40.4;2.0;D
 Q2;2018;Semi-Auto;20241;Petrol;145;52.3;1.4;D
 A4;2017;Semi-Auto;25773;Petrol;145;43.5;2.0;D
 A3;2019;Automatic;1304;Petrol;145;42.2;1.5;D
 A5;2018;Manual;12000;Diesel;145;68.9;2.0;D
 A3;2019;Semi-Auto;14246;Petrol;145;42.2;1.5;D
 A4;2019;Manual;6000;Petrol;145;39.2;2.0;D
 Q5;2016;Semi-Auto;40787;Diesel;200;45.6;3.0;D
 A1;2019;Manual;6000;Petrol;145;47.9;1.0;D
 A6;2015;Automatic;37200;Diesel;235;44.8;3.0;D
 A3;2018;Manual;18503;Petrol;145;54.3;1.5;D
 A3;2019;Manual;4875;Petrol;145;42.2;1.5;D
 A3;2018;Automatic;10500;Petrol;145;56.5;1.5;D
 Q2;2017;Semi-Auto;28943;Diesel;145;57.7;2.0;D
 A4;2017;Automatic;10488;Diesel;145;65.7;2.0;D
 Q2;2018;Semi-Auto;13500;Petrol;145;54.3;1.4;D
 Q3;2017;Semi-Auto;24250;Petrol;145;47.9;1.4;D
 A4;2017;Semi-Auto;3000;Petrol;145;50.4;1.4;D
 A3;2018;Semi-Auto;17800;Diesel;145;62.8;2.0;D
 A3;2018;Automatic;10500;Petrol;145;56.5;1.5;D
 A1;2019;Semi-Auto;2742;Petrol;145;44.8;1.5;D
 A3;2019;Manual;3272;Diesel;145;55.4;2.0;D
 A3;2019;Semi-Auto;7617;Petrol;150;42.2;1.5;D
 A3;2019;Automatic;4100;Diesel;145;52.3;1.6;D
 A1;2019;Semi-Auto;3424;Petrol;145;44.8;1.5;D
 A5;2017;Manual;25075;Diesel;150;65.7;2.0;D
 A3;2019;Manual;5341;Diesel;145;55.4;2.0;D
 A4;2016;Semi-Auto;16117;Diesel;145;55.4;3.0;D
 A1;2019;Semi-Auto;1793;Petrol;145;44.8;1.5;D
 Q3;2017;Automatic;13619;Petrol;145;47.9;1.4;D
 A7;2015;Manual;47000;Diesel;160;52.3;3.0;D
 A1;2019;Automatic;4717;Petrol;145;40.9;2.0;D
 Q2;2019;Manual;13;Diesel;145;49.6;1.6;D
 A5;2017;Semi-Auto;15751;Diesel;145;65.7;2.0;D
 A4;2018;Manual;12956;Petrol;145;53.3;1.4;D
 A1;2019;Semi-Auto;10;Petrol;145;44.8;1.5;D
 Q3;2017;Manual;20054;Diesel;145;54.3;2.0;D
 A3;2018;Semi-Auto;14464;Petrol;150;42.2;1.5;D
 A1;2019;Semi-Auto;4499;Petrol;150;40.9;2.0;D
 A3;2019;Manual;10;Diesel;145;54.3;1.6;D
 Q3;2016;Semi-Auto;40254;Petrol;205;40.4;2.0;D
 Q2;2018;Manual;9634;Petrol;145;50.4;1.4;D
 Q5;2015;Semi-Auto;28977;Diesel;200;47.1;2.0;D
 Q3;2016;Semi-Auto;28526;Diesel;160;50.4;2.0;D
 Q5;2015;Semi-Auto;18188;Diesel;200;47.1;2.0;D
 Q2;2017;Manual;10962;Petrol;145;50.4;1.4;D
 Q2;2017;Semi-Auto;17633;Petrol;145;52.3;1.4;D
 A4;2017;Semi-Auto;14821;Diesel;145;64.2;3.0;D
 Q5;2016;Semi-Auto;26500;Diesel;200;47.1;2.0;D
 A4;2016;Semi-Auto;47600;Diesel;145;56.5;2.0;D
 A3;2019;Automatic;5450;Petrol;145;44.8;1.5;D
 A3;2019;Manual;5423;Diesel;145;55.4;2.0;D
 A6;2017;Semi-Auto;21883;Diesel;145;61.4;2.0;D
 A3;2020;Manual;5000;Diesel;145;56.5;2.0;D
 Q3;2018;Semi-Auto;43000;Diesel;150;53.3;2.0;D
 Q2;2019;Semi-Auto;10544;Petrol;145;42.8;1.5;D
 Q2;2019;Semi-Auto;4000;Petrol;145;42.8;1.5;D
 Q2;2019;Manual;5000;Diesel;145;47.9;1.6;D
 Q5;2015;Semi-Auto;38778;Diesel;235;44.1;3.0;D
 Q3;2017;Semi-Auto;43163;Diesel;145;51.4;2.0;D
 A3;2019;Manual;6500;Diesel;145;51.4;1.6;D
 A1;2019;Semi-Auto;6500;Petrol;145;40.9;2.0;D
 A4;2016;Semi-Auto;29137;Diesel;145;53.3;3.0;D
 A3;2018;Semi-Auto;15696;Petrol;145;42.2;1.5;D
 A5;2017;Semi-Auto;66483;Petrol;145;38.2;3.0;D
 A5;2017;Semi-Auto;31201;Diesel;145;62.8;2.0;D
 Q5;2016;Automatic;36538;Diesel;200;47.1;2.0;D
 Q3;2017;Semi-Auto;9480;Petrol;145;47.9;1.4;D
 Q3;2017;Semi-Auto;28988;Petrol;150;47.9;1.4;D
 Q2;2017;Semi-Auto;9706;Petrol;145;52.3;1.4;D
 Q5;2014;Semi-Auto;49875;Diesel;260;41.5;3.0;D
 Q2;2019;Manual;3248;Diesel;145;49.6;1.6;D
 Q3;2016;Semi-Auto;17114;Petrol;200;40.4;2.0;D
 A1;2019;Semi-Auto;3900;Petrol;145;40.9;2.0;D
 TT;2017;Semi-Auto;36397;Petrol;150;42.8;2.0;D
 A5;2016;Automatic;15901;Petrol;165;45.6;2.0;D
 Q5;2016;Semi-Auto;37000;Diesel;200;47.1;2.0;D
 A3;2019;Manual;2578;Diesel;145;51.4;1.6;D
 Q5;2013;Semi-Auto;48282;Diesel;260;41.5;3.0;D
 Q7;2016;Semi-Auto;64668;Diesel;165;48.7;3.0;D
 A5;2017;Semi-Auto;11757;Petrol;145;53.3;2.0;D
 A6;2017;Semi-Auto;21789;Diesel;145;61.4;2.0;D
 A4;2017;Semi-Auto;10533;Petrol;145;49.6;1.4;D
 A6;2017;Semi-Auto;22456;Diesel;145;61.4;2.0;D
 A5;2016;Semi-Auto;27385;Petrol;260;35.8;3.0;D
 A4;2016;Semi-Auto;30675;Diesel;30;61.4;3.0;D
 A1;2019;Manual;2250;Petrol;145;46.3;1.5;D
 A8;2016;Automatic;26818;Diesel;200;47.9;3.0;D
 Q7;2014;Automatic;44985;Diesel;300;38.2;3.0;D
 A6;2018;Automatic;29477;Diesel;145;61.4;2.0;D
 A3;2019;Automatic;9057;Diesel;145;53.3;1.6;D
 Q3;2018;Semi-Auto;13492;Petrol;145;47.9;1.4;D
 A1;2019;Semi-Auto;5000;Petrol;145;40.9;2.0;D
 Q5;2016;Semi-Auto;28250;Diesel;205;47.1;2.0;D
 A7;2017;Automatic;30884;Diesel;145;52.3;3.0;D
 A3;2019;Semi-Auto;2716;Petrol;145;42.2;1.5;D
 Q2;2019;Manual;4647;Diesel;145;47.9;1.6;D
 A1;2019;Semi-Auto;4500;Petrol;145;40.9;2.0;D
 A1;2019;Semi-Auto;2100;Petrol;145;40.4;2.0;D
 A1;2020;Semi-Auto;2999;Petrol;145;44.8;1.0;D
 A3;2019;Semi-Auto;14803;Petrol;150;42.2;1.5;D
 A3;2019;Semi-Auto;13576;Petrol;150;42.2;1.5;D
 A3;2019;Semi-Auto;14757;Petrol;145;42.2;1.5;D
 A3;2019;Semi-Auto;14686;Petrol;145;42.2;1.5;D
 Q2;2019;Manual;2000;Diesel;145;49.6;1.6;D
 Q2;2017;Semi-Auto;38270;Diesel;125;58.9;2.0;D
 Q2;2019;Semi-Auto;5761;Petrol;145;42.8;1.5;D
 Q5;2016;Semi-Auto;22990;Diesel;200;47.1;2.0;D
 A1;2019;Semi-Auto;4700;Petrol;150;40.9;2.0;D
 A1;2019;Semi-Auto;7500;Petrol;150;40.9;2.0;D
 A1;2019;Semi-Auto;7500;Petrol;150;40.9;2.0;D
 A3;2019;Manual;1500;Petrol;145;47.1;0.0;D
 Q2;2019;Manual;4100;Diesel;145;47.9;1.6;D
 Q3;2017;Automatic;18000;Petrol;150;42.2;2.0;D
 A6;2018;Automatic;16000;Petrol;150;42.2;2.0;D
 A3;2016;Automatic;17008;Petrol;200;40.9;2.0;D
 A3;2019;Automatic;11547;Petrol;150;42.2;1.5;D
 A5;2019;Automatic;6066;Petrol;145;51.4;2.0;D
 A3;2019;Automatic;14560;Petrol;145;41.5;1.5;D
 A3;2018;Automatic;13636;Petrol;145;56.5;1.5;D
 A3;2019;Automatic;5025;Diesel;145;51.4;2.0;D
 A8;2016;Automatic;37235;Diesel;205;48.7;3.0;D
 A3;2019;Semi-Auto;5700;Petrol;150;42.2;1.5;D
 Q3;2017;Semi-Auto;11906;Petrol;145;47.9;1.4;D
 A3;2019;Manual;6550;Diesel;145;52.3;1.6;D
 A3;2019;Semi-Auto;17467;Petrol;145;41.5;1.5;D
 A1;2019;Semi-Auto;6000;Petrol;145;44.8;1.0;D
 A3;2019;Manual;4493;Diesel;145;51.4;1.6;D
 A3;2019;Manual;2392;Diesel;145;51.4;1.6;D
 Q3;2017;Semi-Auto;28619;Diesel;145;53.3;2.0;D
 A5;2017;Semi-Auto;13606;Diesel;145;61.4;3.0;D
 A3;2019;Semi-Auto;6159;Diesel;145;52.3;1.6;D
 A1;2019;Semi-Auto;6009;Petrol;145;40.9;2.0;D
 A3;2019;Automatic;5000;Diesel;145;53.3;1.6;D
 A3;2019;Automatic;6395;Petrol;145;41.5;1.5;D
 A4;2017;Automatic;13063;Petrol;145;52.3;2.0;D
 A3;2019;Automatic;1849;Diesel;145;52.3;1.6;D
 SQ5;2014;Automatic;40000;Diesel;260;41.5;3.0;D
 A5;2018;Semi-Auto;37377;Diesel;145;62.8;2.0;D
 A3;2019;Semi-Auto;16161;Diesel;145;52.3;1.6;D
 Q3;2017;Automatic;21236;Petrol;200;42.2;2.0;D
 A1;2020;Semi-Auto;4500;Petrol;145;44.1;1.0;D
 A1;2020;Semi-Auto;2999;Petrol;145;44.1;1.0;D
 A3;2019;Semi-Auto;15561;Petrol;145;41.5;1.5;D
 A4;2019;Automatic;7000;Diesel;145;50.4;2.0;D
 A6;2017;Semi-Auto;51214;Diesel;150;51.4;3.0;D
 A3;2019;Manual;11252;Diesel;145;51.4;1.6;D
 A3;2019;Automatic;14403;Petrol;145;42.2;1.5;D
 A3;2019;Semi-Auto;7341;Petrol;150;42.2;1.5;D
 Q2;2019;Automatic;5209;Petrol;145;42.8;1.5;D
 A3;2018;Automatic;6754;Diesel;145;52.3;1.6;D
 A4;2019;Manual;5654;Petrol;145;39.2;2.0;D
 A1;2020;Semi-Auto;402;Petrol;145;44.8;1.5;D
 A3;2019;Manual;4533;Petrol;150;42.2;1.5;D
 Q5;2016;Semi-Auto;32300;Diesel;200;47.1;2.0;D
 A3;2019;Automatic;11878;Diesel;145;53.3;1.6;D
 TT;2015;Manual;19978;Petrol;235;38.7;2.0;D
 TT;2018;Semi-Auto;23520;Petrol;145;43.5;2.0;D
 A4;2018;Automatic;32389;Diesel;150;61.4;2.0;D
 Q2;2019;Semi-Auto;6033;Diesel;150;46.3;1.6;D
 A5;2018;Semi-Auto;60130;Diesel;145;62.8;2.0;D
 A4;2019;Manual;10606;Petrol;145;39.2;2.0;D
 A1;2019;Semi-Auto;3774;Petrol;145;40.9;2.0;D
 A3;2019;Manual;4352;Diesel;145;51.4;1.6;D
 A3;2019;Semi-Auto;3795;Diesel;145;52.3;1.6;D
 A5;2017;Semi-Auto;17616;Diesel;145;65.7;2.0;D
 A3;2019;Manual;9500;Diesel;145;55.4;2.0;D
 A4;2018;Semi-Auto;27953;Diesel;145;57.6;2.0;D
 A5;2018;Semi-Auto;22936;Petrol;145;52.3;1.4;D
 Q3;2017;Semi-Auto;17313;Petrol;145;42.2;2.0;D
 A1;2019;Semi-Auto;3729;Petrol;145;47.1;1.0;D
 A1;2019;Manual;7629;Petrol;150;50.4;1.0;D
 A3;2019;Semi-Auto;8148;Petrol;145;42.2;1.5;D
 TT;2017;Semi-Auto;8997;Petrol;150;43.5;2.0;D
 A1;2019;Semi-Auto;3464;Petrol;145;47.1;1.0;D
 A3;2019;Manual;2301;Diesel;145;51.4;1.6;D
 Q5;2017;Manual;31185;Diesel;200;47.9;2.0;D
 Q2;2019;Manual;7178;Petrol;145;42.2;1.0;D
 Q2;2019;Manual;4691;Diesel;145;47.9;1.6;D
 A1;2019;Manual;5432;Petrol;145;47.9;1.0;D
 Q2;2019;Manual;4462;Diesel;150;49.6;1.6;D
 Q2;2018;Semi-Auto;18258;Petrol;150;52.3;1.4;D
 A5;2017;Automatic;16000;Diesel;145;62.8;2.0;D
 Q2;2019;Manual;4000;Diesel;145;47.9;1.6;D
 A5;2017;Semi-Auto;16471;Petrol;30;53.3;2.0;D
 A3;2019;Semi-Auto;5454;Petrol;145;42.2;1.5;D
 A7;2015;Semi-Auto;55449;Diesel;160;52.3;3.0;D
 Q2;2019;Manual;4195;Diesel;145;47.9;1.6;D
 A4;2019;Manual;16500;Petrol;145;38.7;2.0;D
 Q5;2016;Semi-Auto;27266;Diesel;200;47.1;2.0;D
 A3;2019;Semi-Auto;6575;Diesel;145;52.3;1.6;D
 A3;2019;Manual;100;Diesel;145;55.4;2.0;D
 A1;2019;Semi-Auto;8078;Petrol;145;47.1;1.0;D
 A1;2019;Semi-Auto;6063;Petrol;150;47.1;1.0;D
 A1;2019;Semi-Auto;3241;Petrol;150;47.1;1.0;D
 A3;2019;Semi-Auto;10217;Petrol;145;42.2;1.5;D
 Q3;2018;Manual;5230;Petrol;145;49.6;1.4;D
 Q2;2019;Semi-Auto;8928;Petrol;150;43.5;1.0;D
 A3;2018;Automatic;22494;Diesel;150;56.5;2.0;D
 A1;2019;Automatic;6481;Petrol;150;40.9;2.0;D
 A1;2019;Automatic;6481;Petrol;150;40.9;2.0;D
 A7;2016;Automatic;30122;Diesel;150;53.3;3.0;D
 A1;2019;Semi-Auto;11;Petrol;145;40.9;2.0;D
 Q2;2019;Manual;7462;Petrol;150;42.8;1.5;D
 A3;2019;Semi-Auto;3399;Petrol;150;42.2;1.5;D
 A1;2019;Semi-Auto;1124;Petrol;150;44.8;1.5;D
 Q3;2018;Manual;19097;Petrol;145;49.6;1.4;D
 A4;2019;Automatic;6722;Petrol;145;39.2;2.0;D
 A1;2019;Semi-Auto;2536;Petrol;145;40.9;2.0;D
 A3;2019;Manual;6925;Diesel;145;51.4;1.6;D
 Q2;2019;Semi-Auto;8664;Diesel;150;46.3;1.6;D
 A4;2019;Manual;2525;Petrol;145;39.2;2.0;D
 Q5;2015;Semi-Auto;38421;Diesel;205;47.1;2.0;D
 A4;2019;Manual;1342;Petrol;145;39.2;2.0;D
 Q5;2014;Semi-Auto;46186;Diesel;265;41.5;3.0;D
 A1;2020;Manual;1000;Petrol;145;47.9;1.0;D
 Q2;2019;Manual;8752;Petrol;145;39.2;1.5;D
 A3;2017;Semi-Auto;40054;Petrol;145;44.1;2.0;D
 Q3;2016;Automatic;22000;Petrol;200;40.4;2.0;D
 A3;2019;Semi-Auto;12066;Petrol;145;42.2;1.5;D
 Q3;2017;Semi-Auto;19850;Petrol;145;47.9;1.4;D
 A3;2018;Manual;13732;Petrol;145;54.3;1.5;D
 A3;2019;Manual;5000;Petrol;145;42.8;1.5;D
 A3;2019;Semi-Auto;14300;Petrol;145;42.2;1.5;D
 A3;2017;Semi-Auto;13163;Petrol;145;56.5;1.5;D
 A3;2015;Semi-Auto;27151;Petrol;200;39.2;2.0;D
 Q2;2019;Manual;2044;Diesel;145;49.6;1.6;D
 A3;2019;Manual;3000;Petrol;145;44.1;1.5;D
 Q2;2018;Semi-Auto;18873;Petrol;145;52.3;1.4;D
 A1;2019;Semi-Auto;1620;Petrol;145;44.8;1.5;D
 A1;2019;Semi-Auto;1501;Petrol;145;44.8;1.5;D
 A3;2019;Manual;4094;Petrol;150;42.8;1.5;D
 A1;2019;Semi-Auto;2813;Petrol;150;44.8;1.5;D
 A1;2019;Semi-Auto;2221;Petrol;145;44.8;1.5;D
 A3;2019;Semi-Auto;5400;Diesel;145;52.3;1.6;D
 A3;2019;Manual;9946;Petrol;145;42.2;1.5;D
 A1;2019;Semi-Auto;1954;Petrol;145;44.8;1.5;D
 A6;2018;Semi-Auto;20000;Diesel;145;55.4;2.0;D
 A6;2017;Automatic;28500;Diesel;150;58.9;2.0;D
 A1;2019;Automatic;4877;Petrol;145;40.9;2.0;D
 A3;2019;Manual;3200;Petrol;145;42.2;1.5;D
 A5;2016;Automatic;31987;Petrol;265;35.8;3.0;D
 TT;2017;Automatic;21755;Petrol;205;42.8;2.0;D
 Q3;2017;Semi-Auto;18008;Petrol;150;42.2;2.0;D
 A6;2017;Automatic;27073;Diesel;150;58.9;2.0;D
 Q2;2019;Manual;1000;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;1000;Diesel;145;49.6;1.6;D
 Q2;2019;Manual;1000;Diesel;145;49.6;1.6;D
 Q5;2016;Semi-Auto;25721;Diesel;200;47.1;2.0;D
 Q5;2016;Semi-Auto;25721;Diesel;200;47.1;2.0;D
 Q3;2018;Semi-Auto;25374;Petrol;145;48.7;1.4;D
 A4;2017;Semi-Auto;61008;Petrol;145;44.1;2.0;D
 Q2;2019;Manual;6500;Diesel;145;47.9;1.6;D
 A3;2017;Manual;16000;Petrol;200;40.4;2.0;D
 A5;2017;Semi-Auto;27938;Diesel;125;60.1;3.0;D
 Q3;2017;Manual;32713;Diesel;160;50.4;2.0;D
 A3;2019;Semi-Auto;14429;Petrol;145;41.5;1.5;D
 A1;2019;Semi-Auto;9801;Petrol;150;40.9;2.0;D
 A1;2019;Semi-Auto;8750;Petrol;150;40.9;2.0;D
 Q5;2016;Semi-Auto;17550;Diesel;200;47.1;2.0;D
 Q5;2016;Semi-Auto;27848;Diesel;200;47.1;2.0;D
 A5;2017;Semi-Auto;24020;Diesel;145;70.6;2.0;D
 A5;2017;Semi-Auto;27792;Diesel;145;65.7;2.0;D
 Q5;2015;Semi-Auto;75960;Diesel;235;42.8;3.0;D
 A7;2016;Semi-Auto;21023;Diesel;145;54.3;3.0;D
 A5;2017;Automatic;21649;Diesel;145;58.9;3.0;D
 A6;2016;Semi-Auto;26784;Diesel;150;54.3;2.0;D
 A4;2017;Semi-Auto;15175;Diesel;145;61.4;2.0;D
 A1;2020;Semi-Auto;2000;Petrol;150;44.8;1.0;D
 Q2;2019;Automatic;4500;Diesel;145;47.9;1.6;D
 Q2;2019;Manual;4500;Petrol;145;47.1;1.0;D
 A6;2017;Semi-Auto;16442;Diesel;150;56.5;2.0;D
 Q3;2018;Manual;9750;Petrol;145;49.6;1.4;D
 A6;2018;Semi-Auto;18200;Diesel;145;61.4;2.0;D
 A1;2019;Semi-Auto;3869;Petrol;150;44.1;1.5;D
 A3;2019;Semi-Auto;4681;Diesel;145;53.3;1.6;D
 A3;2019;Semi-Auto;14307;Petrol;145;41.5;1.5;D
 A3;2019;Semi-Auto;12088;Petrol;145;41.5;1.5;D
 Q2;2019;Semi-Auto;4781;Petrol;150;43.5;1.0;D
 A3;2019;Semi-Auto;2061;Petrol;150;42.2;1.5;D
 A1;2019;Semi-Auto;2963;Petrol;145;44.8;1.5;D
 A3;2019;Semi-Auto;3189;Petrol;145;44.1;1.5;D
 Q3;2017;Semi-Auto;33200;Diesel;150;55.4;2.0;D
 A3;2019;Automatic;1863;Petrol;145;40.9;2.0;D
 A5;2018;Manual;23251;Diesel;145;64.2;2.0;D
 A5;2017;Semi-Auto;35772;Diesel;145;60.1;3.0;D
 Q3;2017;Semi-Auto;29200;Petrol;145;40.4;2.0;D
 A3;2017;Automatic;10891;Diesel;145;57.7;2.0;D
 TT;2016;Automatic;45182;Petrol;200;40.9;0.0;D
 A4;2017;Automatic;30177;Diesel;145;56.5;2.0;D
 A3;2019;Automatic;8397;Diesel;145;53.3;1.6;D
 A4;2017;Automatic;22650;Diesel;150;57.6;2.0;D
 A3;2019;Automatic;7471;Petrol;150;42.2;1.5;D
 A3;2019;Automatic;14924;Petrol;145;42.2;1.5;D
 A3;2019;Automatic;5505;Diesel;145;52.3;1.6;D
 Q2;2018;Semi-Auto;6672;Diesel;145;57.7;2.0;D
 A3;2019;Manual;6600;Diesel;145;51.4;1.6;D
 A1;2019;Semi-Auto;2297;Petrol;150;44.8;1.5;D
 Q2;2019;Manual;4521;Diesel;145;46.3;1.6;D
 A6;2017;Semi-Auto;19731;Diesel;145;56.5;2.0;D
 Q2;2017;Semi-Auto;15664;Diesel;145;57.7;2.0;D
 A4;2018;Semi-Auto;16249;Petrol;145;50.4;2.0;D
 A3;2019;Manual;1500;Diesel;145;52.3;1.6;D
 Q2;2019;Manual;3657;Diesel;145;49.6;1.6;D
 Q2;2020;Manual;6000;Petrol;145;45.6;1.0;D
 A3;2017;Semi-Auto;28151;Petrol;160;43.5;2.0;D
 A1;2020;Semi-Auto;5000;Petrol;145;44.8;1.5;D
 A1;2020;Semi-Auto;5000;Petrol;145;44.8;1.5;D
 A4;2019;Manual;6995;Petrol;145;39.2;2.0;D
 A3;2019;Automatic;9818;Petrol;145;42.2;1.5;D
 A3;2019;Semi-Auto;4520;Petrol;145;43.5;1.5;D
 A3;2019;Semi-Auto;1348;Petrol;150;42.2;1.5;D
 A3;2018;Automatic;8009;Petrol;145;56.5;1.5;D
 Q2;2017;Semi-Auto;39000;Diesel;145;58.9;2.0;D
 A6;2017;Semi-Auto;31842;Diesel;125;58.9;2.0;D
 Q2;2019;Manual;9525;Petrol;145;40.9;1.5;D
 A5;2017;Semi-Auto;25954;Diesel;145;62.8;2.0;D
 Q5;2016;Automatic;62926;Diesel;235;42.8;3.0;D
 A5;2017;Automatic;22491;Petrol;145;43.5;2.0;D
 S3;2016;Semi-Auto;22445;Petrol;160;43.5;2.0;D
 A5;2016;Automatic;36399;Diesel;125;60.1;3.0;D
 A1;2017;Manual;18365;Petrol;145;39.8;2.0;D
 Q2;2019;Manual;7235;Diesel;145;47.9;1.6;D
 Q2;2019;Manual;5433;Diesel;145;47.9;1.6;D
 A1;2020;Semi-Auto;2999;Petrol;145;44.8;1.5;D
 Q2;2017;Automatic;33297;Diesel;145;58.9;2.0;D
 A4;2019;Automatic;4797;Petrol;145;39.2;2.0;D
 Q5;2015;Semi-Auto;27390;Petrol;240;37.7;2.0;D
