Company;TypeName;Inches;Cpu;Ram;Memory;Gpu;OpSys;Weight;Price_euros
HP;Notebook;13.3;Intel Core M 6Y54 1.1GHz;8GB;256GB SSD;Intel HD Graphics 515;Windows 10;1.16kg;1699.00
Dell;Notebook;15.6;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;AMD Radeon R5 M315;Windows 7;2.24kg;769.15
Lenovo;Notebook;15.6;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1kg;429.00
HP;Ultrabook;13.3;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.16kg;1969.00
Lenovo;2 in 1 Convertible;10.1;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Android;0.69kg;549.00
Dell;Ultrabook;13.3;Intel Core i7 7560U 2.4GHz;8GB;256GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.23kg;1379.00
Lenovo;Gaming;17.3;Intel Core i7 6820HK 2.7GHz;16GB;256GB SSD +  1.0TB Hybrid;Nvidia GeForce GTX 980M;Windows 10;4.6kg;2749.99
Razer;Ultrabook;12.5;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.25kg;1029.00
Toshiba;Ultrabook;13.3;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;2226.00
Asus;Gaming;17.3;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;3.52kg;1312.49
Vero;Notebook;13.3;Intel Atom X5-Z8350 1.44GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.35kg;196.00
HP;Notebook;13.3;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.16kg;1690.00
HP;Notebook;14;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.43kg;1513.00
Dell;Notebook;15.6;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Linux;2.09kg;523.63
Asus;Notebook;15.6;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2kg;435.00
Lenovo;2 in 1 Convertible;14;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;1669.00
Lenovo;2 in 1 Convertible;10.1;Intel Atom x5-Z8550 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0.69kg;479.00
HP;Ultrabook;12.5;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;1895.00
Lenovo;Gaming;15.6;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4kg;989.00
HP;Gaming;17.3;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.35kg;1129.00
HP;Notebook;15.6;Intel Core i7 7500U 2.7GHz;8GB;2TB HDD;Intel HD Graphics 620;Windows 10;2.04kg;629.00
Lenovo;2 in 1 Convertible;14;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Nvidia Quadro M500M;Windows 7;1.8kg;2050.38
Asus;Notebook;14;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5kg;278.00
HP;Ultrabook;15.6;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.84kg;752.00
Acer;Notebook;15.6;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;616.00
Lenovo;Notebook;15.6;Intel Core i7 6500U 2.5GHz;16GB;1.0TB Hybrid;AMD Radeon R7 M360;Windows 10;2.5kg;1099.00
HP;Workstation;17.3;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M3000M;Windows 7;3kg;3949.40
Dell;Notebook;15.6;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R7 M445;Windows 10;2.5kg;784.00
MSI;Gaming;17.3;Intel Core i7 6820HQ 2.7GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3.78kg;2399.00
HP;Ultrabook;15.6;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;2171.72
Lenovo;2 in 1 Convertible;14;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;2.8kg;2440.00
MSI;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;1142.80
HP;2 in 1 Convertible;13.3;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;1629.00
HP;Workstation;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59kg;2229.00
HP;2 in 1 Convertible;13.3;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;1799.00
HP;Workstation;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.0kg;1899.00
HP;Ultrabook;12.5;Intel Core i7 6500U 2.50GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;2296.95
Dell;Notebook;15.6;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.18kg;1009.90
HP;Notebook;15.6;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.88kg;1579.00
Lenovo;2 in 1 Convertible;14;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.27kg;2339.00
Lenovo;Notebook;15.6;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;1.9kg;339.00
HP;Notebook;15.6;AMD E-Series 7110 1.8GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;1.86kg;297.00
Lenovo;Notebook;15.6;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;AMD Radeon R5 M330;No OS;2.32kg;599.00
Dell;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows 10;2.62kg;1199.00
Dell;Notebook;15.6;Intel Core i5 6300HQ 2.3GHz;8GB;256GB SSD;Nvidia GeForce 960M;Windows 10;2.04kg;2250.68
HP;Notebook;15.6;AMD A6-Series A6-9220 2.5GHz;4GB;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;478.89
MSI;Gaming;17.3;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;1492.80
Lenovo;Ultrabook;14;Intel Core i7 6600U 2.6GHz;12GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.4kg;2299.00
Lenovo;Notebook;15.6;Intel Core i5 6200U 2.3GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 10;2.5kg;788.49
HP;2 in 1 Convertible;13.3;Intel Core i7 6600U 2.6GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.48kg;2041.00
Lenovo;Ultrabook;14;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.7kg;1499.00
MSI;Gaming;14;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.7kg;1769.00
HP;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62kg;899.00
Lenovo;Notebook;15.6;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.2kg;459.00
HP;Notebook;15.6;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;476.99
Dell;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;1498.00
Lenovo;Notebook;15.6;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1390.00
Lenovo;Notebook;15.6;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 920MX ;Windows 10;2.2kg;468.00
HP;Notebook;14;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.44kg;249.00
MSI;Gaming;15.6;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;839.00
HP;Notebook;15.6;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.96kg;679.00
HP;Notebook;15.6;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2.1kg;1159.00
Asus;Notebook;15.6;Intel Celeron Dual Core N3050 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.00
Lenovo;Notebook;15.6;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;2.1kg;398.00
Lenovo;Notebook;15.6;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 940MX;No OS;2.2kg;709.00
Asus;Notebook;14;Intel Core i3 7100U 2.4GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2kg;769.00
Lenovo;Notebook;15.6;Intel Core i7 6500U 2.5GHz;4GB;1.0TB Hybrid;Intel HD Graphics 520;Windows 7;2.32kg;825.00
Lenovo;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD;Nvidia GeForce GTX 960;Windows 10;3.31kg;1305.00
MSI;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1.91kg;2153.37
HP;Notebook;15.6;Intel Core i3 6100U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07kg;650.00
Lenovo;2 in 1 Convertible;14;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.36kg;1637.00
Lenovo;Ultrabook;15.6;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 920M;Windows 10;1.54kg;831.00
Dell;Notebook;15.6;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Linux;1.98kg;895.01
Acer;Notebook;15.6;Intel Celeron Dual Core N3350 2GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.1kg;333.00
HP;Notebook;15.6;Intel Core i7 6700HQ 2.6GHz;6GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.18kg;799.00
Asus;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.591kg;909.00
Dell;2 in 1 Convertible;15.6;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;2.09kg;1179.00
Acer;Notebook;15.6;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.23kg;691.00
Dell;Ultrabook;13.3;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Linux;1.23kg;1099.00
Acer;Gaming;17.3;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.2kg;2599.00
Lenovo;Gaming;15.6;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;819.00
Samsung;2 in 1 Convertible;12.3;Samsung Cortex A72&A53 2.0GHz;4GB;32GB Flash Storage;ARM Mali T860 MP4;Chrome OS;1.15kg;659.00
HP;Notebook;15.6;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.86kg;485.00
Apple;Ultrabook;12;Intel Core M 1.1GHz;8GB;256GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920kg;1163.00
Dell;2 in 1 Convertible;13.3;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1199.00
HP;Notebook;15.6;Intel Core i7 7700HQ 2.8GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.21kg;1327.00
Lenovo;Notebook;15.6;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;1.9kg;368.00
Asus;Gaming;17.3;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;4.3kg;2150.00
Acer;Notebook;15.6;Intel Celeron Dual Core N3350 2GHz;4GB;1TB HDD;Intel HD Graphics 500;Linux;2.1kg;272.00
MSI;Gaming;17.3;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;2048.90
Dell;Notebook;15.6;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;AMD Radeon R7 M440;Windows 10;2.3kg;499.00
Lenovo;Notebook;15.6;Intel Core i7 6500U 2.5GHz;8GB;500GB HDD;Nvidia GeForce 920MX;No OS;2.2kg;629.00
Dell;2 in 1 Convertible;15.6;Intel Core i7 8550U 1.8GHz;16GB;512GB SSD;Intel UHD Graphics 620;Windows 10;2kg;1285.00
Dell;Ultrabook;13.3;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.2kg;2680.00
Asus;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1169.00
Dell;Notebook;15.6;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M445;Windows 10;2.36kg;889.00
HP;Notebook;15.6;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.91kg;579.00
Lenovo;Notebook;15.6;AMD E-Series 9000 2.2GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2.2kg;299.00
Acer;Notebook;17.3;Intel Core i3 6006U 2.0GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3kg;629.00
Asus;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.2kg;2449.00
Apple;Ultrabook;12;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 515;Mac OS X;0.920kg;1279.00
Asus;Notebook;15.6;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1749.00
MSI;Gaming;17.3;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;1948.99
Dell;2 in 1 Convertible;15.6;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.191kg;999.00
Asus;Gaming;17.3;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.9kg;1949.00
Acer;Netbook;11.6;Intel Celeron Dual Core 3205U 1.5GHz;2GB;32GB SSD;Intel HD Graphics;Chrome OS;1.3kg;174.00
Acer;Notebook;17.3;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;3.3kg;598.00
Lenovo;Notebook;17.3;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;No OS;2.8kg;539.00
Lenovo;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2.6kg;1272.00
Acer;2 in 1 Convertible;14;Intel Core i7 7Y75 1.3GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.2kg;1149.00
Lenovo;Notebook;15.6;Intel Core i7 6600U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.3kg;1529.00
MSI;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.2kg;1476.11
HP;Notebook;15.6;AMD A12-Series 9720P 2.7GHz;6GB;1TB HDD;AMD Radeon 530;Windows 10;2.1kg;529.00
Dell;Ultrabook;12.5;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.26kg;1713.37
Dell;2 in 1 Convertible;15;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.08kg;509.00
Asus;Notebook;15.6;Intel Pentium Quad Core N3710 1.6GHz;4GB;1TB HDD;Intel HD Graphics 405;Windows 10;2.65kg;309.00
Dell;Ultrabook;13.3;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1477.00
Dell;Notebook;15.6;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 520;Linux;2.18kg;521.86
Lenovo;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;1029.00
MSI;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1149.00
Lenovo;Netbook;12.5;Intel Core i7 6500U 2.50GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;1650.00
Razer;Gaming;14;Intel Core i7 7700HQ 2.8GHz;16GB;1TB SSD;Nvidia GeForce GTX 1060;Windows 10;1.95kg;3499.00
Dell;Notebook;15.6;Intel Core i3 7100U 2.4GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;469.01
MSI;Gaming;17.3;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7kg;1598.00
Apple;Ultrabook;11.6;Intel Core i5 1.6GHz;4GB;256GB Flash Storage;Intel HD Graphics 6000;Mac OS X;1.08kg;959.00
HP;Notebook;15.6;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.1kg;478.00
HP;Ultrabook;14;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;2198.19
Dell;Notebook;15.6;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 7;2.24kg;737.00
MSI;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.3kg;1169.00
Lenovo;Notebook;13.3;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.4kg;1499.00
Lenovo;Notebook;15.6;AMD A12-Series 9720P 3.6GHz;6GB;256GB SSD;AMD Radeon 530;Windows 10;2.2kg;597.57
Asus;Ultrabook;13.3;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.45kg;1280.00
Acer;Notebook;15.6;Intel Core i3 6006U 2.0GHz;4GB;500GB HDD;Intel HD Graphics 520;Linux;2.4kg;361.80
Dell;2 in 1 Convertible;17.3;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.77kg;1799.00
HP;Notebook;14;Intel Core i5 6200U 2.3GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;1099.99
Asus;Gaming;15.6;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5kg;1600.00
Dell;Notebook;14;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.6kg;875.00
Asus;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.34kg;2325.00
Lenovo;Notebook;15.6;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;No OS;2.3kg;573.00
Dell;2 in 1 Convertible;13.3;Intel Core i5 7Y54 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.24kg;1813.00
Dell;Notebook;15.6;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Linux;2.2kg;324.00
HP;Notebook;15.6;AMD A6-Series 9220 2.5GHz;4GB;500GB HDD;AMD Radeon R4 Graphics;Windows 10;1.86kg;399.00
Lenovo;Notebook;15.6;Intel Core i3 6100U 2.3GHz;6GB;128GB SSD;Nvidia GeForce 920MX;Windows 10;2.4kg;569.00
Lenovo;Notebook;14;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.9kg;1072.00
Dell;Notebook;15.6;Intel Pentium Quad Core N3700 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;443.99
Asus;Notebook;15.6;Intel Celeron Dual Core N3350 1.1GHz;4GB;1TB HDD;Intel HD Graphics 500;Windows 10;2kg;339.00
Asus;Gaming;17.3;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;4.0kg;1900.00
Dell;Notebook;15.6;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.29kg;490.00
Lenovo;Notebook;15.6;Intel Core i7 6500U 2.5GHz;8GB;1.0TB Hybrid;AMD Radeon R5 M330;Windows 7;2.32kg;895.00
MSI;Gaming;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.4kg;1229.00
Lenovo;2 in 1 Convertible;14;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;833.01
Asus;Ultrabook;13.3;Intel Core M 6Y30 0.9GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;1.2kg;729.00
Dell;Notebook;15.6;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;459.00
Acer;Notebook;15.6;Intel Celeron Dual Core N3060 1.6GHz;4GB;500GB HDD;Intel HD Graphics 400;Linux;2.4kg;289.00
Dell;Notebook;15.6;Intel Celeron Dual Core N3050 1.6GHz;2GB;500GB HDD;Intel HD Graphics;Windows 10;2.20kg;379.00
Lenovo;Notebook;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;899.00
HP;Notebook;15.6;AMD A9-Series 9410 2.9GHz;6GB;1.0TB Hybrid;AMD Radeon R7 M440;Windows 10;2.04kg;549.99
Dell;Notebook;15.6;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD Radeon R5 M430;Linux;2.3kg;805.99
HP;Netbook;11.6;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.17kg;209.00
Asus;Notebook;15.6;Intel Core i7 6500U 2.5GHz;4GB;500GB HDD;Nvidia GeForce 920M;Windows 10;2.2kg;720.32
Lenovo;2 in 1 Convertible;14;Intel Core i7 6500U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;638.00
Lenovo;2 in 1 Convertible;13.3;Intel Core i7 6500U 2.5GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;1499.00
Lenovo;Notebook;14;Intel Celeron Dual Core N3050 1.6GHz;2GB;64GB Flash Storage;Intel HD Graphics;Windows 10;1.5kg;229.00
HP;Notebook;15.6;Intel Core i7 6500U 2.5GHz;6GB;1TB HDD;AMD Radeon R5 M330;Windows 10;2.19kg;764.00
Asus;Notebook;15.6;Intel Celeron Dual Core N3050 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.00
Asus;Ultrabook;13.3;Intel Core M 6Y30 0.9GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;1.2kg;729.00
Dell;Notebook;15.6;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;459.00
Acer;Notebook;15.6;Intel Celeron Dual Core N3060 1.6GHz;4GB;500GB HDD;Intel HD Graphics 400;Linux;2.4kg;289.00
Dell;Notebook;15.6;Intel Celeron Dual Core N3050 1.6GHz;2GB;500GB HDD;Intel HD Graphics;Windows 10;2.20kg;379.00
Lenovo;Notebook;15.6;Intel Core i7 6700HQ 2.6GHz;8GB;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;899.00
HP;Notebook;15.6;AMD A9-Series 9410 2.9GHz;6GB;1.0TB Hybrid;AMD Radeon R7 M440;Windows 10;2.04kg;549.99
Dell;Notebook;15.6;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD Radeon R5 M430;Linux;2.3kg;805.99
HP;Netbook;11.6;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Windows 10;1.17kg;209.00
Asus;Notebook;15.6;Intel Core i7 6500U 2.5GHz;4GB;500GB HDD;Nvidia GeForce 920M;Windows 10;2.2kg;720.32
Lenovo;2 in 1 Convertible;14;Intel Core i7 6500U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.8kg;638.00
Lenovo;2 in 1 Convertible;13.3;Intel Core i7 6500U 2.5GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;1499.00
Lenovo;Notebook;14;Intel Celeron Dual Core N3050 1.6GHz;2GB;64GB Flash Storage;Intel HD Graphics;Windows 10;1.5kg;229.00
HP;Notebook;15.6;Intel Core i7 6500U 2.5GHz;6GB;1TB HDD;AMD Radeon R5 M330;Windows 10;2.19kg;764.00
Asus;Notebook;15.6;Intel Celeron Dual Core N3050 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.00
Asus;Ultrabook;13.3;Intel Core M 6Y30 0.9GHz;8GB;512GB SSD;Intel HD Graphics 515;Windows 10;1.2kg;729.00
Dell;Notebook;15.6;Intel Core i3 7100U 2.4GHz;6GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;459.00
Acer;Notebook;15.6;Intel Celeron Dual Core N3060 1.6GHz;4GB;500GB HDD;Intel HD Graphics 400;Linux;2.4kg;289.00
Dell;Notebook;15.6;Intel Celeron Dual Core N3050 1.6GHz;2GB;500GB HDD;Intel HD Graphics;Windows 10;2.20kg;379.00
